logFC	AveExpr	t	P.Value	adj.P.Val	B	Symbol	score
-2715.02958333333	3856.2647826087	-5.51320172001093	1.61381689790521e-05	0.0617435500285004	-1.47478501986379	CD52	13010.8174556765
-4226.70941666667	9808.01913043478	-3.54467667014682	0.00184868590226274	0.179217347897438	-2.86596412977753	RPS15A	11552.1753480703
-3762.17233333333	6936.95434782609	-3.67887676119408	0.00134003400184141	0.177664613011555	-2.76021421961191	RPS27A	10808.2853855109
-3602.84718333333	3263.60830434783	-3.71894248584191	0.00121691895305935	0.177214050719343	-2.72884396718929	CD83	10501.3568359638
-2588.51083333333	5176.48826086957	-4.64056203252334	0.000130514184773488	0.105555147840643	-2.0431518969175	RPL35A	10054.6620850958
-4261.95308333333	7980.13913043478	-3.14526738624612	0.00475596999041344	0.216202777091376	-3.1850229625532	EIF3L	9899.49795568961
-3888.18583333333	11922.5191304348	-3.17691149984913	0.00441677326023194	0.21254722407809	-3.15960638252741	RPL12	9156.26897027227
4087.86766666667	6512.75565217391	2.82340776784838	0.00998180919816226	0.259935108905004	-3.44328705393802	TXNDC5	8178.96775709357
-3142.99825	7852.5647826087	-3.37546354595919	0.00276621908169733	0.193295667502672	-3.00053580438968	RPL18	8040.14602495868
-4321.47683333333	13603.9930434783	-2.62925042061141	0.0154276426462974	0.275736147254176	-3.59761186365302	RPS21	7829.22143434628
-1684.63766666667	3606.97826086957	-5.36301901094798	2.30313950180328e-05	0.0617435500285004	-1.56646646631874	RPS20	7812.8100027282
2530.4885	6141.73608695652	3.77358541100006	0.00106682962807207	0.177214050719343	-2.68622506043974	PPIB	7520.3712523955
-2509.71733333333	4079.57782608696	-3.76453010942313	0.0010903726144184	0.177214050719343	-2.69327418196184	RPL29	7434.84953355408
-2989.8585	7396.9247826087	-3.27988464836486	0.00346765940117835	0.204964127183375	-3.07699693109383	RPL22	7354.94297800592
-4538.59566666666	13848.5813043478	-2.42031748112066	0.0243487167059337	0.302345541194793	-3.76090439557414	RPS27	7323.13268611098
-2865.22191666667	7721.27826086957	-3.34582690520271	0.00296742931044508	0.197109425280018	-3.02421630319423	RPL21	7242.19112629932
-4051.53633333333	12876.9686956522	-2.50569610378348	0.0202401419972485	0.296754895242743	-3.69461568344611	RPL27	6862.43732272078
-4013.11908333333	14523.662173913	-2.52212155621269	0.0195278794419544	0.291154173511047	-3.68178811067488	FAU	6859.80469741901
-2851.473	5583.01869565217	-3.20735719851953	0.00411261228721585	0.212069440538872	-3.13516319838143	MKNK2	6803.27876367024
-4305.27891666667	10026.7156521739	-2.3815442797622	0.0264591981281525	0.307055613734257	-3.79077357060177	HLA-DPA1	6791.24736943392
-3948.94441666667	13103.2752173913	-2.48130162036333	0.021342811629531	0.299533930948774	-3.71362398173781	RPL28	6597.69244208434
-3099.87316666667	10639.4760869565	-2.94890756912277	0.00749559094754742	0.237699801754589	-3.34276090932379	RPL27A	6587.83223265119
-4743.64341666666	15857.6882608696	-2.16650887996885	0.0415441366511001	0.341006915396847	-3.95321195653687	RPS11	6553.29718598515
-3617.1045	12818.5713043478	-2.58290361777241	0.0170909092562701	0.28120378777224	-3.63413193841117	RPL30	6392.27306227198
-3887.284	13726.2147826087	-2.45181799341626	0.0227501478516677	0.301164618785943	-3.73652638059157	RPL7	6386.86893991997
-4382.3445	15289.8617391304	-2.24153856653763	0.0355632725156444	0.329146181340131	-3.89721075244439	RPS10	6350.00965289697
-3205.05475	9722.20565217391	-2.79784422137999	0.0105766997546611	0.259968400396495	-3.46370522862087	RPS14	6332.06585267272
-4341.09033333333	15056.4291304348	-2.22774277532032	0.0366003839862779	0.330659285324765	-3.90756619904792	RPS23	6236.03859433722
2883.18045833333	5530.02995652174	2.964634070406	0.00722949477545356	0.23687644453113	-3.33013901613724	JCHAIN	6172.5781271293
-3829.91558333333	12260.5852173913	-2.38587775649892	0.0262151917785631	0.307055613734257	-3.78744305122633	RPL37	6056.80835951848
-4262.215	14582.1095652174	-2.13437342140544	0.0443739375578715	0.348840038254526	-3.97694901238493	RPL39	5766.23146827671
-4548.81441666666	16174.3556521739	-1.95353609265299	0.0637782049999509	0.38194580041242	-4.10738958678829	HUWE1	5437.32391026244
3133.6343	5045.06904347826	2.50330186236099	0.0203459665145954	0.297264343949927	-3.69648357713852	RRM2	5300.61033871942
-1874.517	4124.70391304348	-3.61914550424846	0.00154669808509988	0.177664613011555	-2.80716010011789	ARHGAP45	5268.50708066402
