Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B	score
CPM	-6.1256862745098	-0.5685	-12.4399899748887	1.54882058622217e-11	3.42599113672345e-07	14.5435638442029	66.2186618129413
GNAO1	6.59346666666666	2.302375	6.01901168851534	9.87647499526909e-06	0.015093494146963	2.73841869138803	33.0029250737735
RPA1	5.92723529411765	-1.40805555555556	5.98186566951458	6.94314952225696e-06	0.0128953423743137	3.04501774014903	30.5753082693119
TRIM37	-4.51121428571429	-3.41946666666667	-6.63956822402478	3.71310864136434e-06	0.0102667453933724	3.38236387162201	24.4970770597239
ASB13	5.3405625	1.31066666666667	5.14488945236682	4.64571809053052e-05	0.0276647543285672	2.03101455007944	23.140375049926
CENPW	4.05735294117647	-0.25525	5.81583992339183	6.99566494085735e-06	0.0128953423743137	3.81129874819727	20.9163482164372
MZB1	5.30521568627451	3.5381	4.61788595791133	0.00012804695104835	0.0309735856350359	1.18718794066442	20.6512457589882
SYNCRIP	5.47475757575757	1.65092857142857	4.77689976033255	0.000192694312330896	0.0309735856350359	0.89682985502093	20.3394421566945
AGGF1	5.07869230769231	1.89153333333333	4.97771062007099	0.000107369788775851	0.0293212312064422	1.32563121703026	20.1579285534483
TSPAN5	-4.4575625	0.288263157894737	-5.21149754100845	3.43921591460179e-05	0.0276647543285672	2.38742510800696	19.8965110096191
MBNL3	-4.5270625	1.28173684210526	-5.13134768717554	4.1597299553826e-05	0.0276647543285672	2.21583583269763	19.8327659301901
RABGAP1L	-2.86849019607843	0.06645	-7.58606432296514	1.2530104114855e-07	0.00138582951510296	7.35007118730197	19.7984493343447
CD38	5.31064705882352	3.41605	4.37691827185972	0.000231808748269183	0.0332533469377089	0.648305663735999	19.3035126208026
CDK1	4.97213725490196	-0.51635	4.60729084292084	0.000131429704815871	0.0309735856350359	1.16352241430994	19.2983884847655
PI3	-4.07460784313725	2.57225	-5.41107626298413	1.84574203876015e-05	0.0214883231038814	2.93971632331205	19.2884967557589
CD2	6.06136363636363	2.02425	4.23905158517027	0.000777909175989163	0.0513638976763422	-0.543807500089324	18.8452105427774
UBXN6	-3.8025294117647	2.07585	-5.47405720834642	1.58555353060583e-05	0.0206308494688242	3.07656134234145	18.2514532645729
HVCN1	-2.93014583333333	3.57684210526316	-6.84822340385761	8.17330073914067e-07	0.00488485418956664	5.71296800686846	17.8375631612728
LST1	-3.3341568627451	3.4613	-5.96255761311431	4.94133315393257e-06	0.0109302289364988	4.12225657701031	17.6915559893388
EPB42	-4.03891666666667	3.25547368421053	-5.07225438773333	4.78746163309454e-05	0.0276647543285672	2.08893830460876	17.4476946756702
PTAFR	-4.1696862745098	1.4281	-4.88934762544328	6.57329576664425e-05	0.0285100592859158	1.7918800159505	17.4385320968982
GINS2	3.96050980392157	-1.9209	5.09312706986289	3.99385307183294e-05	0.0276647543285672	2.24291255130374	17.4207297759031
IFI27	4.03294117647059	3.259	4.98094413256812	5.25280145479124e-05	0.0276647543285672	1.99498100774883	17.2594114131046
ERCC6	-3.73483333333333	1.07813333333333	-5.69328006185559	2.41677557724216e-05	0.023243076421129	2.73531918085388	17.2428428710448
MXI1	-4.47747058823529	0.27115	-4.57153391385607	0.000143522467392359	0.0309735856350359	1.08362885922081	17.2072781517303
EBF1	-2.82660784313725	0.66605	-6.6800950476511	9.34883748120886e-07	0.00488485418956664	5.59938982752708	17.0423038273648
LYN	-3.0315	1.57383333333333	-6.43702016412112	2.55405532213631e-06	0.00807081481795075	4.48753287846098	16.9544813453424
CCNB2	3.61445098039215	-1.96905	5.30225546985219	2.40175577870586e-05	0.023243076421129	2.70230356479261	16.6968520476051
SLC2A1	4.55064705882353	2.83205	4.39076837882584	0.000224030797110807	0.0330370748806069	0.679301720430331	16.6084614208465
SHISA4	-3.0855625	-2.18236842105263	-6.09201317002391	4.42801049400072e-06	0.0108830657919218	4.22349458914554	16.5194578487716
PDIA5	3.32578431372549	-0.19975	5.62525591959867	1.10251136278484e-05	0.0152422195905004	3.40329915559769	16.487964605548
HLA-DQA1	-3.80296078431373	4.34515	-5.02421785721862	4.72551424945199e-05	0.0276647543285672	2.09073128287324	16.4499005303865
