logFC	AveExpr	t	P.Value	adj.P.Val	B	Symbol	score
4.85123071428571	11.7049816216216	16.0365423749433	7.16996138692718e-19	7.34375013559543e-15	32.6084182340449	IFI27	88.0230741130501
-3.72231813492063	5.21300837837838	-13.9746729614287	7.36307383622305e-17	1.41789550273542e-13	28.1804143701111	CNTNAP3	60.051938274848
4.44960134920635	10.2160781081081	10.9197251531801	1.73774311709964e-13	6.42227728974159e-11	20.6425551555204	RRM2	56.7769773923859
-2.73245547619047	4.95229918918919	-18.8375327735805	2.57523262677866e-21	4.71113056742889e-17	37.8956418127512	GRAMD1C	56.259027297812
4.33132956349206	7.19582513513514	11.0635005616266	1.17441737005177e-13	4.82804300398361e-11	21.0254246363054	CEP55	56.0048602142593
4.23414452380952	9.92385081081081	11.2300218253563	7.48500814888636e-14	3.42326847689317e-11	21.4653144584272	CD38	55.5765668888285
-3.19157293650793	4.48038783783784	-14.5102389095719	2.11587214386611e-17	5.52968071426952e-14	29.3784428511725	CNTNAP3B	53.217916693528
-3.92687611111111	6.67233108108108	-11.204271414588	8.02310040698677e-14	3.62406416902262e-11	21.3975399723843	PI3	51.4250256668336
3.40273996031746	5.81471756756757	12.3159356144917	4.32777765485783e-15	3.51877175190974e-12	24.2411534806011	KCTD14	48.876055267278
3.96356603174603	9.94702648648649	10.3305024142261	8.90307076369112e-13	2.32675395072808e-10	19.0437787580435	TYMS	47.7627946154916
3.98808146825396	6.13542648648649	10.0415146598484	2.01701056509742e-12	4.58375046930338e-10	18.2422615834626	MCM10	46.6417766008718
3.78940154761905	7.02879189189189	10.5324922756856	5.05929512955765e-13	1.51729090328078e-10	19.5972237742093	DTL	46.5941403290582
4.08131817460317	7.41358621621622	9.70124475491468	5.35687223993221e-12	9.23755016120618e-10	17.283996878908	BUB1	46.0008992050699
3.83302154761905	7.59244162162162	10.0432051584145	2.00732118779051e-12	4.58375046930338e-10	18.2469833021439	HMMR	44.8363215929785
3.75885694444444	6.65917594594595	9.82964571491658	3.6989479722847e-12	7.31551937351095e-10	17.6474299903796	NCAPG	42.9709585606858
-2.33997484126984	5.04753378378378	-15.9837365991541	8.0285887565272e-19	7.34375013559543e-15	32.5010393587633	CASS4	42.3426889855484
4.10238464285714	7.8249872972973	8.88686716227636	5.88875322769223e-11	5.85482888844574e-09	14.928530929649	DLGAP5	41.9672990840534
3.75613845238095	7.69667648648649	9.58082024576643	7.59600483085068e-12	1.20312824567604e-09	16.941139512051	CDT1	41.7660613770641
3.83066071428571	7.74128837837838	9.25644054991815	1.96384371120102e-11	2.50359281203565e-09	16.0080925189104	MKI67	41.0144746847315
