logFC	AveExpr	t	P.Value	adj.P.Val	B	Symbol	score
-6.53692545648864	-0.71075293951055	-13.5048363426213	1.00895932505107e-13	1.27411383567449e-09	19.0489021036658	LYPD2	84.9547091172049
-4.40205259347749	-1.60620789803908	-9.60746389900826	2.52367246318495e-10	7.77769168507657e-07	12.4868925091103	CROCC2	42.2507555729779
8.52149595261929	4.50700702058687	4.91181362908392	3.60575633725518e-05	0.000771754085200989	2.29772438797869	IFI27	37.8610374038591
4.78879375205399	2.21674196316042	7.67914826656907	2.43603761224051e-08	1.61906752459859e-05	8.96904266080693	NDUFC2-KCTD14	36.4586001435559
-4.19745768817876	-1.94965505769141	-8.4431773732112	3.75798367415575e-09	6.65295910622198e-06	10.1804310918049	ADAMTS5	35.3637703741724
5.2178210721717	-0.384812209684276	6.53122970535405	4.62625927242294e-07	7.48979514002011e-05	5.96661408346399	C4B	33.0536965574013
-3.20043845374793	1.03080061952884	-10.2823647810703	5.71839879287408e-11	3.61059699782069e-07	14.6122455785017	SEZ6L	32.7812127561372
-3.90509084571629	1.21404471041204	-7.50299610179692	3.78832840262684e-08	2.07995700297268e-05	8.72747646908894	BEND2	28.9818362598107
4.22991658630159	-0.82340802234919	6.85575486692678	1.98206017955472e-07	5.06749428040547e-05	6.63141073938486	SLCO2B1	28.3526366695339
-3.60487600747759	-1.37080354082874	-7.84507854996764	1.61289878046952e-08	1.45483469998351e-05	8.9968691017981	CD1E	28.0906101572488
4.1399292305241	3.13338751050443	6.8434104899264	2.04658068023978e-07	5.06749428040547e-05	7.16118413882377	C1QC	27.6918671029609
-3.7382424318642	-0.567328906151967	-7.33603147385085	5.77770751310429e-08	2.65059543693993e-05	8.04833638889498	OLFM1	27.0583125253859
4.00150666288602	5.62559775671633	6.59415115798182	3.92175491551005e-07	7.04772596418289e-05	6.5157868474456	RRM2	25.6357306669774
-3.24918739122923	-0.546437627109131	-7.78972341110344	1.85002875543123e-08	1.55747754157237e-05	9.04216555400087	SYT17	25.1253861853203
-3.70821422362359	-1.36575273927763	-6.84805385061467	2.02206434000809e-07	5.06749428040547e-05	6.83701263543907	PPP1R17	24.8235463070652
-2.83787767425293	3.82082918492368	-8.66294793371779	2.22642624448834e-09	4.68588510256646e-06	11.5623173224311	FCER1A	24.5544291982867
4.41901463290254	6.47514096625954	5.77072069642274	3.50686446504965e-06	0.00022725667506786	4.34535455106974	MZB1	24.106082844915
3.20708399884361	2.68242499127142	7.55467605310759	3.32669129952051e-08	2.00045036811167e-05	8.86729937746505	KIF23	23.9825340472301
4.72443825304514	3.23802545808585	5.36161535477387	1.06059072561872e-05	0.000404626576529099	3.43282320514856	EIF1AY	23.5014921430773
-2.46574736619067	3.04125543372669	-9.51895032974342	3.07954216228879e-10	7.77769168507657e-07	13.4507106676341	CD1C	23.4529902131959
-3.5173876247633	0.369136628518629	-6.69177674350411	3.03746118330032e-07	6.18507323619444e-05	6.71044304547229	KNDC1	22.9245360794277
2.70602939550911	5.19903363969889	8.33025501174513	4.92998265013772e-09	6.91731343399324e-06	10.7852597659443	E2F2	22.4794045652982
3.21370348286445	6.16776259732711	6.98456199756087	1.42034901103934e-07	4.0764016616829e-05	7.47294105450731	MKI67	22.0061718024816
-3.23886995553172	-1.37525404308782	-6.87752294193234	1.87327829298701e-07	4.9282829758e-05	6.8734485957046	C19orf33	21.7891662872739
5.29474655156091	4.63631568368089	4.61656866909669	8.05276708378057e-05	0.0012431582241318	1.45301799603748	DDX3Y	21.6769828632741
3.4648777684417	-1.74315017533206	6.22965880340012	1.02673239072809e-06	0.000123481682191565	5.17203795040984	PIR	20.7495685944617
4.56404436193731	-0.476596592024738	4.94833196910134	3.26442235644176e-05	0.000736416001435075	2.29190143684374	FAM72C	20.4751868646636
-2.88052815674893	2.73527292771786	-7.17896807880511	8.62060542529764e-08	2.9669341243449e-05	8.01693763018618	TPPP3	20.3493823732757
-3.44633309573717	-1.41015861348291	-6.11128775370916	1.40717501320238e-06	0.000148236039615961	5.12791158011223	CLEC2L	20.1667415564322
