logFC	AveExpr	t	P.Value	adj.P.Val	B	Symbol	score
118.467666666667	82.8020181818182	3.73287464987651	0.000455654045613512	0.00974266741615557	-0.234480549423338	CCL2	395.843687713606
30.8056303763441	22.3663818181818	4.66804744961951	2.04000528704119e-05	0.00111520289024918	2.65371679664397	CCL8	144.489764717237
10.5896188172043	7.94401090909091	7.41631521806268	8.52233630577774e-10	1.50637028835903e-06	12.143696483299	TGM1	96.041926588802
26.0882620967742	17.5984181818182	3.24916171614596	0.00199075866802132	0.026770066687137	-1.58427783418184	DEFB1	70.4639102805559
-9.92361048387097	4.91406727272727	-5.21139763531437	2.99630698072875e-06	0.000328725872065055	4.45333659488401	PI3	54.8122060396175
6.11262701612903	4.48073636363636	6.01254887258139	1.61037421880026e-07	4.79993965295544e-05	7.20608532555173	CFB	41.5235227091026
5.46543682795699	4.30772727272727	6.28266015814395	5.91219409211959e-08	2.52704630158744e-05	8.15063628421297	TCN2	39.5055509489731
-9.10134677419355	5.3234	-4.00198377440131	0.000192235581938351	0.00530917298172793	0.563242764036063	ZDHHC19	33.8221174686081
7.78852150537634	6.16872727272727	4.40066630537016	5.10340518782056e-05	0.0021898656939256	1.79680929442064	CCNA1	33.4294242987103
-6.80135725806451	4.00113272727273	-4.75632896059266	1.50073068268311e-05	0.00092176153282328	2.94118152573964	DSC2	32.807688221391
8.03364516129032	7.51105454545455	4.2363417780267	8.87214637699503e-05	0.00315040411975975	1.28148089050899	CXCL10	32.5520996407681
4.94831922043011	3.81128181818182	5.80127770431471	3.50979774094154e-07	8.33341230789522e-05	6.47187183846694	RGL1	31.9400046959843
5.15856747311828	5.02921454545455	5.60019916933141	7.33212541517008e-07	0.000140529459162079	5.77791263072793	SAMD4A	31.6466255707544
-9.21861424731183	4.95334545454545	-3.72006610995367	0.000474421629475649	0.0100426177709735	-0.271670388366484	C4BPA	30.641157472683
6.9164435483871	5.76310909090909	4.40393167783805	5.04720192192889e-05	0.0021759048285649	1.80714099455066	PKD2L1	29.7196074036278
-3.56749408602151	2.66884727272727	-6.75338701865942	1.02029458397568e-08	1.01442789011782e-05	9.80656435536646	TGFA	28.5088242285036
-2.96073655913978	2.27905454545455	-6.50066073302142	2.62383668814387e-08	1.54592570499973e-05	8.91641191426049	F2RL1	22.4455309723499
4.15789919354839	3.89741818181818	5.12162183903539	4.13168666220132e-06	0.000400598144587344	4.15137755895009	MDK	22.385599632423
6.31660913978495	7.58288727272727	3.81220059126196	0.00035434742759074	0.00818136266779898	-0.00253589144151611	HES4	21.7959065201472
2.28900940860215	2.64312727272727	7.54118713319786	5.34132883722311e-10	1.21385513060779e-06	12.5829544981318	NEXN	21.2244979555464
10.9811966397849	6.73203090909091	2.56514275572747	0.0131144218501802	0.0957870628065503	-3.27068802628809	C15orf48	20.6693667151984
3.40571209677419	2.73025818181818	5.48432036872504	1.11822864633658e-06	0.000181352538669351	5.38053557711942	AXL	20.2689912826789
-4.12577298387097	2.61825181818182	-4.78506997215327	1.3574140244836e-05	0.000850879573724886	3.03521934304707	BMX	20.0813239657446
-6.90030779569892	7.02852727272727	-3.36631990566769	0.00140660157079447	0.0214122531914294	-1.26815583399613	FCGR1A	19.6784972040048
-6.27114650537634	5.41614545454545	-3.56208959265191	0.000776081823763019	0.0140611643486691	-0.724158896469671	PRRG4	19.5038456365506
4.09622641129032	3.13520090909091	4.67900406390542	1.96395328896993e-05	0.00108919882408744	2.68927810394637	JUP	19.28040048051
3.12237190860215	2.98547818181818	5.53673741879217	9.24104262747757e-07	0.000163340562353237	5.56003748180811	LGALS3BP	18.8412633207577
-2.35432392473118	1.83130909090909	-6.60649039007058	1.76719877157798e-08	1.22228687209837e-05	9.28893130095529	KBTBD7	18.2524014620972
1.83743454301075	1.51404909090909	7.89243533589956	1.4389500423364e-10	5.72270431837186e-07	13.8147318216648	IFI27	18.0839467715968
-5.67171102150538	4.21950909090909	-3.51569703130873	0.000894928894293103	0.0154744878808855	-0.854794474592322	ANXA3	17.2885745889167
4.60357123655914	4.32278181818182	3.99595873320527	0.000196045080470709	0.00532880263635288	0.545054722836083	MT1M	17.0684035102187
-4.06903279569892	2.78146181818182	-4.22122707577332	9.3310671705777e-05	0.00323470619622925	1.23454798124529	SLPI	16.3984816451339
4.74607634408602	4.98569454545455	3.8091539043246	0.000357802851681056	0.00822193422562689	-0.011495092259544	HESX1	16.3566696456811
-3.49446102150538	2.42643636363636	-4.64650798634279	2.19800583573827e-05	0.00118931553860287	2.58390517121814	ALPL	16.2770986539069
-6.57503629032258	6.06994545454545	-3.06391349435038	0.00340040114375474	0.0387061088291176	-2.06878098754899	SIPA1L2	16.2302788217507
2.95735349462366	3.69916363636364	5.1155622497727	4.22203103365647e-06	0.000404602829418115	4.13105551243249	MT2A	15.8942330067185
-3.31251411290323	2.75500909090909	-4.72076626755326	1.69869586868176e-05	0.000999735657715111	2.82512688510693	IL6R	15.8003092906854
-1.77679399641577	1.66729818181818	-7.01520861576242	3.82811612234289e-09	4.6844362518639e-06	10.7299689877929	VNN2	14.9553015363339
3.77643817204301	4.89145454545455	4.16996527499016	0.000110654557551591	0.00372943368968372	1.07598394502479	SPATS2L	14.9397053225723
-1.31034543010753	1.3204	-8.80221557870504	4.96952868551319e-12	3.95276311645719e-08	16.9647822919851	FRY	14.8117317186784
5.21516102150538	6.01591272727273	3.33438604222382	0.00154728594327314	0.0228544334128033	-1.35504213912519	TTC21A	14.6568419643935
